artifact_id,source_family,dataset,method,method_label,alpha,seed,prediction_path,result_dir,prediction_key_used,final_prediction_key_used,pred_finite,x_shape,true_g_shape,pred_shape,included,skip_reason,notes
a0270,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.1
a0271,fedogda_s_tuning_pilot_selected,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.001; selected by validation
a0272,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.01
a0273,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.03
a0274,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm20_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.1
a0275,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.001
a0276,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.01
a0277,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.03
a0278,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.1
a0279,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.001
a0280,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.01
a0281,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.03
a0282,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.1
a0283,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.001
a0284,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.01
a0285,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.03
a0286,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.1
a0287,fedogda_s_tuning_pilot_selected,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.001; selected by validation
a0288,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.01
a0289,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.03
a0290,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.1
a0291,centralized_c5_tuned_gda_sgda,abs,gda,DeepGMM-GDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0292,centralized_c5_tuned_gda_sgda,abs,gda,DeepGMM-GDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/gda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/gda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0293,centralized_c5_tuned_gda_sgda,abs,gda,DeepGMM-GDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/gda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/gda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0294,centralized_c5_tuned_gda_sgda,abs,sgda,DeepGMM-SGDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0295,centralized_c5_tuned_gda_sgda,abs,sgda,DeepGMM-SGDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/sgda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/sgda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0296,centralized_c5_tuned_gda_sgda,abs,sgda,DeepGMM-SGDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/sgda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/sgda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0297,centralized_c5_tuned_gda_sgda,linear,gda,DeepGMM-GDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0298,centralized_c5_tuned_gda_sgda,linear,gda,DeepGMM-GDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/gda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/gda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0299,centralized_c5_tuned_gda_sgda,linear,gda,DeepGMM-GDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/gda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/gda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0300,centralized_c5_tuned_gda_sgda,linear,sgda,DeepGMM-SGDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0301,centralized_c5_tuned_gda_sgda,linear,sgda,DeepGMM-SGDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/sgda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/sgda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0302,centralized_c5_tuned_gda_sgda,linear,sgda,DeepGMM-SGDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/sgda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/sgda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0303,centralized_c5_tuned_gda_sgda,sin,gda,DeepGMM-GDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0304,centralized_c5_tuned_gda_sgda,sin,gda,DeepGMM-GDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/gda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/gda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0305,centralized_c5_tuned_gda_sgda,sin,gda,DeepGMM-GDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/gda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/gda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0306,centralized_c5_tuned_gda_sgda,sin,sgda,DeepGMM-SGDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0307,centralized_c5_tuned_gda_sgda,sin,sgda,DeepGMM-SGDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/sgda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/sgda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0308,centralized_c5_tuned_gda_sgda,sin,sgda,DeepGMM-SGDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/sgda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/sgda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0309,centralized_c5_tuned_gda_sgda,step,gda,DeepGMM-GDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0310,centralized_c5_tuned_gda_sgda,step,gda,DeepGMM-GDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/gda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/gda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0311,centralized_c5_tuned_gda_sgda,step,gda,DeepGMM-GDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/gda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/gda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0312,centralized_c5_tuned_gda_sgda,step,sgda,DeepGMM-SGDA,na,0,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0313,centralized_c5_tuned_gda_sgda,step,sgda,DeepGMM-SGDA,na,1,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/sgda/seed_1/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/sgda/seed_1/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0314,centralized_c5_tuned_gda_sgda,step,sgda,DeepGMM-SGDA,na,2,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/sgda/seed_2/glr_0p005_flr_0p03/predictions.npz,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/sgda/seed_2/glr_0p005_flr_0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C5 validation-tuned centralized GDA/SGDA
a0315,centralized_c3_oadam,abs,oadam,DeepGMM-OAdam,na,0,results/centralized_lowdim_v1/abs/oadam/seed_0/predictions.npz,results/centralized_lowdim_v1/abs/oadam/seed_0,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0316,centralized_c3_oadam,abs,oadam,DeepGMM-OAdam,na,1,results/centralized_lowdim_v1/abs/oadam/seed_1/predictions.npz,results/centralized_lowdim_v1/abs/oadam/seed_1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0317,centralized_c3_oadam,abs,oadam,DeepGMM-OAdam,na,2,results/centralized_lowdim_v1/abs/oadam/seed_2/predictions.npz,results/centralized_lowdim_v1/abs/oadam/seed_2,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0318,centralized_c3_oadam,step,oadam,DeepGMM-OAdam,na,0,results/centralized_lowdim_v1/step/oadam/seed_0/predictions.npz,results/centralized_lowdim_v1/step/oadam/seed_0,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0319,centralized_c3_oadam,step,oadam,DeepGMM-OAdam,na,1,results/centralized_lowdim_v1/step/oadam/seed_1/predictions.npz,results/centralized_lowdim_v1/step/oadam/seed_1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0320,centralized_c3_oadam,step,oadam,DeepGMM-OAdam,na,2,results/centralized_lowdim_v1/step/oadam/seed_2/predictions.npz,results/centralized_lowdim_v1/step/oadam/seed_2,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0321,centralized_c3_oadam,linear,oadam,DeepGMM-OAdam,na,0,results/centralized_lowdim_v1/linear/oadam/seed_0/predictions.npz,results/centralized_lowdim_v1/linear/oadam/seed_0,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0322,centralized_c3_oadam,linear,oadam,DeepGMM-OAdam,na,1,results/centralized_lowdim_v1/linear/oadam/seed_1/predictions.npz,results/centralized_lowdim_v1/linear/oadam/seed_1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0323,centralized_c3_oadam,linear,oadam,DeepGMM-OAdam,na,2,results/centralized_lowdim_v1/linear/oadam/seed_2/predictions.npz,results/centralized_lowdim_v1/linear/oadam/seed_2,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0324,centralized_c3_oadam,sin,oadam,DeepGMM-OAdam,na,0,results/centralized_lowdim_v1/sin/oadam/seed_0/predictions.npz,results/centralized_lowdim_v1/sin/oadam/seed_0,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0325,centralized_c3_oadam,sin,oadam,DeepGMM-OAdam,na,1,results/centralized_lowdim_v1/sin/oadam/seed_1/predictions.npz,results/centralized_lowdim_v1/sin/oadam/seed_1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
a0326,centralized_c3_oadam,sin,oadam,DeepGMM-OAdam,na,2,results/centralized_lowdim_v1/sin/oadam/seed_2/predictions.npz,results/centralized_lowdim_v1/sin/oadam/seed_2,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,C3 full centralized OAdam
