artifact_status,family,phase,dataset,method,mode,training_scope,seed,partition_alpha,run_id,comm_round_or_iterations,local_epochs,batch_size,g_learning_rate,f_learning_rate,server_learning_rate,critic_multiplier,weight_decay,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_validation_mse,final_test_mse,runtime_seconds,diverged,selection_metric_source,test_mse_used_for_selection,test_mse_logged_by_round,has_mse_by_round,has_predictions,has_best_validation_checkpoint,config_path,metrics_path
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.024712349283863243,91,0.025043590544773023,0.025824624517928874,0.026182517463760973,191.13603687286377,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.024712349283863243,91,0.025043590544773023,0.025824624517928874,0.026182517463760973,189.1628270149231,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.026715833810017676,392,0.02713551364172591,0.09093013030613208,0.0908832115283183,191.010666847229,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.026715833810017676,392,0.02713551364172591,0.09093013030613208,0.0908832115283183,195.38118743896484,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.026715833810017676,392,0.02713551364172591,0.09093013030613208,0.0908832115283183,191.00172448158264,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.026715833810017676,392,0.02713551364172591,0.09093013030613208,0.0908832115283183,198.5427062511444,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.027124028082507527,243,0.027596582069155953,0.03050991254506422,0.03106839232683144,190.46454668045044,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.027124028082507527,243,0.027596582069155953,0.03050991254506422,0.03106839232683144,189.18879532814026,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.027124028082507527,243,0.027596582069155953,0.03050991254506422,0.03106839232683144,190.60325741767883,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.027124028082507527,243,0.027596582069155953,0.03050991254506422,0.03106839232683144,192.82743191719055,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.032275574152071364,423,0.032898593690411884,0.03379466742402731,0.03482205125673002,191.2427864074707,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.032275574152071364,423,0.032898593690411884,0.03379466742402731,0.03482205125673002,191.1673457622528,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.032275574152071364,423,0.032898593690411884,0.03379466742402731,0.03482205125673002,192.28151774406433,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.032275574152071364,423,0.032898593690411884,0.03379466742402731,0.03482205125673002,191.6696949005127,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.03037445712438721,378,0.031049160454844828,0.030460331133169143,0.031195196205993626,190.97363114356995,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.03037445712438721,378,0.031049160454844828,0.030460331133169143,0.031195196205993626,192.44925045967102,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.03037445712438721,378,0.031049160454844828,0.030460331133169143,0.031195196205993626,190.45715022087097,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.03037445712438721,378,0.031049160454844828,0.030460331133169143,0.031195196205993626,196.607115983963,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.03429802987559734,341,0.03515572903264565,0.11243412900624576,0.11671261318057431,195.68893671035767,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.03429802987559734,341,0.03515572903264565,0.11243412900624576,0.11671261318057431,201.82445168495178,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.03429802987559734,341,0.03515572903264565,0.11243412900624576,0.11671261318057431,188.19936609268188,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.03429802987559734,341,0.03515572903264565,0.11243412900624576,0.11671261318057431,189.88011240959167,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.03285430802356459,194,0.03354983486672338,0.033779962894025746,0.03439555437904022,192.22160363197327,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.03285430802356459,194,0.03354983486672338,0.033779962894025746,0.03439555437904022,194.7555055618286,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.03285430802356459,194,0.03354983486672338,0.033779962894025746,0.03439555437904022,191.97490787506104,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.03285430802356459,194,0.03354983486672338,0.033779962894025746,0.03439555437904022,187.82208156585693,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p0005,200,2,0,0.0005,0.005,1.5,10.0,0.1,1.0,0.0902353576571398,127,0.09347221799055921,0.0941144982285351,0.09655330609625991,2518.1880447864532,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p0005/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p0005/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p001,200,2,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08933344422239776,148,0.09237650433826704,0.09011836355151367,0.0935261117115375,2529.4249897003174,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p001/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p001/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p002,200,2,0,0.002,0.02,1.5,10.0,0.1,1.0,0.08943097776896634,73,0.09251316822709107,0.08972636858212474,0.09288380916838651,2508.3744831085205,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p002/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm10_slr1p5_glr0p002/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p0005,200,2,0,0.0005,0.0075,1.5,15.0,0.1,1.0,0.09035208343506251,118,0.09361305398343446,0.09136870397561053,0.0940339549124813,2626.2189605236053,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p0005/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p0005/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p001,200,2,0,0.001,0.015,1.5,15.0,0.1,1.0,0.08936618866700272,132,0.09246769034746542,0.08957532563852795,0.09280655154231712,2482.6406722068787,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p001/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p001/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p002,200,2,0,0.002,0.03,1.5,15.0,0.1,1.0,0.0886406678537213,199,0.09161217448410872,0.0886406678537213,0.09161217448410872,2450.9205119609833,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p002/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R2_cm15_slr1p5_glr0p002/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p0005,200,3,0,0.0005,0.005,1.5,10.0,0.1,1.0,0.08931885050382202,198,0.09235589920611631,0.08932037619728535,0.09236897325373603,4008.370777130127,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p0005/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p0005/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p001,200,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08938495138391216,98,0.09245123885338118,0.09013755660341079,0.0933207116818738,4058.484850168228,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p001/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p001/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p002,200,3,0,0.002,0.02,1.5,10.0,0.1,1.0,0.08812200164861018,199,0.09096077960726537,0.08812200164861018,0.09096077960726537,3976.1851875782013,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p002/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm10_slr1p5_glr0p002/metrics.json
tuning,sine_fedogda_tuning,stage_A1_mini_deterministic,sin,fedogda_d,deterministic,federated,0,1.0,stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p0005,200,3,0,0.0005,0.0075,1.5,15.0,0.1,1.0,0.08933819828991357,177,0.09243329724253742,0.08950787850248305,0.0927501848334762,4099.223759889603,False,validation,False,True,True,True,True,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p0005/effective_config.json,results/sine_fedogda_tuning/stage_A1_mini_deterministic/sin/fedogda_d/seed_0/stage_A1_mini_sin_fedogda_d_seed0_alpha1p0_R3_cm15_slr1p5_glr0p0005/metrics.json
