artifact_status,family,phase,dataset,method,mode,training_scope,seed,partition_alpha,run_id,comm_round_or_iterations,local_epochs,batch_size,g_learning_rate,f_learning_rate,server_learning_rate,critic_multiplier,weight_decay,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_validation_mse,final_test_mse,runtime_seconds,diverged,selection_metric_source,test_mse_used_for_selection,test_mse_logged_by_round,has_mse_by_round,has_predictions,has_best_validation_checkpoint,config_path,metrics_path
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,0,1.0,rerun_protocol_v1_step_fedgda_s_seed0_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.028039862643424413,466,0.02846987321520255,0.029269548946161284,0.029632832198242733,178.4482126235962,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_0/rerun_protocol_v1_step_fedgda_s_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,1,0.1,rerun_protocol_v1_step_fedgda_s_seed1_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.02486079364546243,487,0.025218379926375142,0.02673222730641975,0.027310156296552653,182.67610955238342,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,1,0.5,rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.023744637373604598,489,0.024000679608566614,0.024372128038458347,0.024744867783718958,179.91432404518127,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,1,1.0,rerun_protocol_v1_step_fedgda_s_seed1_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.02459563278599036,452,0.024930481480437517,0.039699331278778505,0.040949814212533756,181.46776247024536,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_1/rerun_protocol_v1_step_fedgda_s_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,2,0.1,rerun_protocol_v1_step_fedgda_s_seed2_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.02808520238906342,486,0.028442072541331992,0.02810944561536089,0.028457605743916845,177.61552810668945,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,2,0.5,rerun_protocol_v1_step_fedgda_s_seed2_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.028233344246919444,341,0.028639580672589676,0.03015045816192462,0.030501320158263172,181.75751304626465,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedgda_s,stochastic,federated,2,1.0,rerun_protocol_v1_step_fedgda_s_seed2_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.028003270650883046,463,0.028364487861014483,0.02961782532215492,0.030141683911365305,179.2021074295044,False,,,,True,True,True,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedgda_s/seed_2/rerun_protocol_v1_step_fedgda_s_seed2_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,0,0.1,rerun_protocol_v1_step_fedogda_d_seed0_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.02921026609151715,499,0.029737169081041237,0.02921026609151715,0.029737169081041237,9801.927259922028,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_0/rerun_protocol_v1_step_fedogda_d_seed0_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_0/rerun_protocol_v1_step_fedogda_d_seed0_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,0,0.5,rerun_protocol_v1_step_fedogda_d_seed0_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.029224452733499794,499,0.02975014439663422,0.029224452733499794,0.02975014439663422,10332.687829256058,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_0/rerun_protocol_v1_step_fedogda_d_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_0/rerun_protocol_v1_step_fedogda_d_seed0_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,0,1.0,rerun_protocol_v1_step_fedogda_d_seed0_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.029161007420156936,499,0.029694188483456414,0.029161007420156936,0.029694188483456414,9824.436199426651,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_0/rerun_protocol_v1_step_fedogda_d_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_0/rerun_protocol_v1_step_fedogda_d_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,1,0.1,rerun_protocol_v1_step_fedogda_d_seed1_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.025220696416826668,176,0.02558361362937985,0.02788582319348027,0.02840525154144172,9907.877912282944,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_1/rerun_protocol_v1_step_fedogda_d_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_1/rerun_protocol_v1_step_fedogda_d_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,1,0.5,rerun_protocol_v1_step_fedogda_d_seed1_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.02521540527508708,174,0.025570447363979242,0.027662547146623286,0.028168889941582013,9932.028527975082,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_1/rerun_protocol_v1_step_fedogda_d_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_1/rerun_protocol_v1_step_fedogda_d_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,1,1.0,rerun_protocol_v1_step_fedogda_d_seed1_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.025188124652050156,174,0.025550007682638518,0.0277868902066886,0.028302376852343495,9811.24996638298,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_1/rerun_protocol_v1_step_fedogda_d_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_1/rerun_protocol_v1_step_fedogda_d_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,2,0.1,rerun_protocol_v1_step_fedogda_d_seed2_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.031533961758296154,487,0.03224387724789442,0.031578389465682546,0.03232231897141619,10098.35812330246,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,2,0.5,rerun_protocol_v1_step_fedogda_d_seed2_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.0315027731897732,478,0.03221464618447051,0.03161928998501222,0.03238856784996857,10036.477277994156,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedogda_d,deterministic,federated,2,1.0,rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.03146384318880461,475,0.03217508500770567,0.03160412924342974,0.03237664686496598,9933.247555971146,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedogda_d/seed_2/rerun_protocol_v1_step_fedogda_d_seed2_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,0,0.1,rerun_protocol_v1_step_fedogda_s_seed0_alpha0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.029913518146718273,424,0.030507676798837383,0.03009502163984087,0.030763924088293693,193.86003422737122,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,0,0.5,rerun_protocol_v1_step_fedogda_s_seed0_alpha0p5,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.02961461787380765,499,0.030184297414644914,0.02961461787380765,0.030184297414644914,195.53921961784363,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,0,1.0,rerun_protocol_v1_step_fedogda_s_seed0_alpha1p0,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.030406173687401998,469,0.03099247519075487,0.03089715455165438,0.0313896517846175,194.20360589027405,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_0/rerun_protocol_v1_step_fedogda_s_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,1,0.1,rerun_protocol_v1_step_fedogda_s_seed1_alpha0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.024838549409417442,114,0.02515483355049589,0.028783181232496857,0.029347608216447208,195.9485743045807,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,1,0.5,rerun_protocol_v1_step_fedogda_s_seed1_alpha0p5,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.02582018245042296,118,0.026275394847309213,0.027895218190783517,0.028391166724359318,193.7879388332367,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,1,1.0,rerun_protocol_v1_step_fedogda_s_seed1_alpha1p0,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.024847618000472943,115,0.025195464127275868,0.028592469424762647,0.029076856100392644,193.47080063819885,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_1/rerun_protocol_v1_step_fedogda_s_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,2,0.1,rerun_protocol_v1_step_fedogda_s_seed2_alpha0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.031241650694060957,430,0.03188241102342823,0.035199213235721186,0.036291327330487545,195.8667438030243,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,2,0.5,rerun_protocol_v1_step_fedogda_s_seed2_alpha0p5,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.032275574152071364,423,0.032898593690411884,0.03379466742402731,0.03482205125673002,196.09724855422974,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,step,fedogda_s,stochastic,federated,2,1.0,rerun_protocol_v1_step_fedogda_s_seed2_alpha1p0,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.031111491877231414,498,0.03180386448039119,0.031124856722735364,0.03181422173630795,192.04123210906982,False,,,,True,True,True,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/step/fedogda_s/seed_2/rerun_protocol_v1_step_fedogda_s_seed2_alpha1p0/metrics.json
smoke,rerun_protocol_v1_smoke,,abs,fedgda_d,deterministic,federated,0,0.5,tiny_full_gradient_seed0_alpha0p5,2,1,0,0.001,0.01,1.5,10.0,0.1,1.0,0.26860152812977717,0,0.2757825574431778,0.26871617797166475,0.27595929890910387,852.0576734542847,False,,,,True,True,True,results/rerun_protocol_v1_smoke/abs/fedgda_d/seed_0/tiny_full_gradient_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1_smoke/abs/fedgda_d/seed_0/tiny_full_gradient_seed0_alpha0p5/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.006532075687872711,499,0.006701712291848975,0.006532075687872711,0.006701712291848975,208.97944855690002,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.006532075687872711,499,0.006701712291848975,0.006532075687872711,0.006701712291848975,204.27942895889282,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.006532075687872711,499,0.006701712291848975,0.006532075687872711,0.006701712291848975,190.14099740982056,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.006532075687872711,499,0.006701712291848975,0.006532075687872711,0.006701712291848975,197.32402300834656,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.0017172040024262657,499,0.001762419082242673,0.0017172040024262649,0.001762419082242673,206.7391402721405,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.0017172040024262657,499,0.001762419082242673,0.0017172040024262649,0.001762419082242673,199.900639295578,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.0017172040024262657,499,0.001762419082242673,0.0017172040024262649,0.001762419082242673,189.10163688659668,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.0017172040024262657,499,0.001762419082242673,0.0017172040024262649,0.001762419082242673,193.6718499660492,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.09429982078060735,499,0.09535671942617825,0.09429982078060735,0.09535671942617825,194.25659441947937,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.09429982078060735,499,0.09535671942617825,0.09429982078060735,0.09535671942617825,197.52625179290771,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.09429982078060735,499,0.09535671942617825,0.09429982078060735,0.09535671942617825,195.9037413597107,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.09429982078060735,499,0.09535671942617825,0.09429982078060735,0.09535671942617825,205.58312964439392,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.03300949531243612,499,0.03369544933421787,0.03300949531243613,0.03369544933421787,188.79812026023865,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.03300949531243612,499,0.03369544933421787,0.03300949531243613,0.03369544933421787,191.6229727268219,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.03300949531243612,499,0.03369544933421787,0.03300949531243613,0.03369544933421787,206.99620485305786,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.03300949531243612,499,0.03369544933421787,0.03300949531243613,0.03369544933421787,197.03596782684326,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,abs,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.006828394533845636,439,0.006969377204524669,0.008621925529237691,0.008988455276731188,197.26872444152832,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p001/metrics.json
